价格,价格1,名称_链接,名称,skcolor_ljg,promowords,pcommit,店铺_链接,店铺,关键词
39,39,https://item.jd.com/72388053314.html,德芙（Dove） 巧克力礼盒装含糖果金球万圣节糖果情人节送女友浪漫表白生日礼物喜糖伴手礼休闲零食礼包 12颗金球巧克力紫色礼盒,巧克力,部分款式为京仓直发，到货速度快，如急用建议优先考虑，520情人节礼物，生日礼物，母亲节礼物，商家仓发的款可备注赠送卡片，多个套餐可选择,2万+条评价,https://mall.jd.com/index-71090.html?from=pc,雅玫食品专营店,"京东物流
								跨店每满1000-100
								2件8折"
26.8,26.8,https://item.jd.com/72388053318.html,德芙（Dove） 巧克力礼盒装含糖果金球万圣节糖果情人节送女友浪漫表白生日礼物喜糖伴手礼休闲零食礼包 万圣节礼盒（南瓜双波板款）,巧克力,部分款式为京仓直发，到货速度快，如急用建议优先考虑，520情人节礼物，生日礼物，母亲节礼物，商家仓发的款可备注赠送卡片，多个套餐可选择,2万+条评价,https://mall.jd.com/index-71090.html?from=pc,雅玫食品专营店,"跨店每满1000-100
								2件8折"
29.9,29.9,https://item.jd.com/10568756543.html,好时（Hershey’s） 之吻巧克力礼盒装含糖果95g婚庆喜糖伴手礼万圣节糖果送男女孩生日活动礼品,巧克力,京仓直发，有赠礼品袋，适合商务、朋友送礼，多口味随机发送——爱TA就要告诉TA~送礼推荐礼盒~,2万+条评价,https://mall.jd.com/index-71090.html?from=pc,雅玫食品专营店,"京东物流
								跨店每满1000-100"
58.7,58.7,https://item.jd.com/10038251921962.html,士力架花生夹心巧克力1000g量贩装万圣节糖果礼物补充能量情人节礼物送女孩男孩糖果零食 原味散装1000g,巧克力,,1万+条评价,https://mall.jd.com/index-11592250.html?from=pc,德芙旗舰店,跨店每满299-50
93,93,https://item.jd.com/100026277980.html,德芙Dove巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节巧克力一路有你烫金双层手提式礼盒装212.5g,巧克力,德芙Dove巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节巧克力一路有你烫金双层手提式礼盒装212.5g,5万+条评价,https://mall.jd.com/index-1000386302.html?from=pc,全球好物京东自营专区,"自营
								2件8折"
11.9,11.9,https://item.jd.com/1178890.html,德芙 Dove代言人同款袋装奶香白巧克力 办公室休闲零食 婚庆糖果84g,巧克力,【与你巧遇预售甜蜜】双11狂欢预售开启啦！甜蜜芙礼部分抢券满199减99元。更多美妙趣食，丝滑你的味蕾！点击速抢！查看,20万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,"自营
								券59-5"
55,55,https://item.jd.com/100028159698.html,德芙Dove心语巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白铁盒36粒礼盒装201.6g,巧克力,德芙Dove心语巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白铁盒36粒礼盒装201.6g,2万+条评价,https://mall.jd.com/index-1000394105.html?from=pc,Goufrais糖巧京东自营专区,"自营
								2件8折"
39,39,https://item.jd.com/10026789133750.html,德芙（Dove） 巧克力礼盒装含糖果金球万圣节糖果情人节送女友浪漫表白生日礼物喜糖伴手礼休闲零食礼包 棉花糖粉色金球礼盒,巧克力,部分款式为京仓直发，到货速度快，如急用建议优先考虑，520情人节礼物，生日礼物，母亲节礼物，商家仓发的款可备注赠送卡片，多个套餐可选择,2万+条评价,https://mall.jd.com/index-71090.html?from=pc,雅玫食品专营店,"京东物流
								跨店每满1000-100
								2件8折"
409,409,https://item.jd.com/10090120165.html,歌帝梵（Godiva） GODIVA歌帝梵双享经典巧克力礼盒12颗装比利时进口休闲零食送礼礼物,巧克力,,5000+条评价,https://mall.jd.com/index-130035.html?from=pc,歌帝梵官方旗舰店,跨店每满299-50
19.9,19.9,https://item.jd.com/10049714100779.html,脆香米 夹心牛奶巧克力192g盒装送礼糖果喜糖儿童网红休闲零食 脆香米192g,巧克力,脆香米会场火热上线，多种口味巧克力零食任您选。【居家分享】【送礼精选】【办公零食】【休闲零食】点击前往查,2000+条评价,https://mall.jd.com/index-11888970.html?from=pc,德芙晶欧专卖店,"京东物流
								跨店每满299-50
								券4-1"
35.9,35.9,https://item.jd.com/326434.html,德芙（Dove）心语夹心巧克力礼盒98g（两种口味混装）情人节礼物送女友伴手礼喜糖（新旧包装随机发货）,巧克力,【与你巧遇预售甜蜜】双11狂欢预售开启啦！甜蜜芙礼部分抢券满199减99元。更多美妙趣食，丝滑你的味蕾！点击速抢！查看,50万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,自营
23.8,23.8,https://item.jd.com/10034589380086.html,德芙巧克力丝滑牛奶香浓黑巧222g盒装情人节礼物送女友结婚婚庆喜糖果情人节七夕三八女节送礼零食 【1盒】德芙盒装222g-什锦口味,巧克力,微苦不甜腻香浓黑巧,5000+条评价,https://mall.jd.com/index-655610.html?from=pc,亦泓食品专营店,
83.76,83.76,https://item.jd.com/10041182706219.html,口福莱 意大利进口 榛子仁牛奶巧克力制品 500g 休闲零食糖果情人节礼品办公室零食,巧克力,"山姆京东6周年,感恩有你,抽1666免单福利,赢高颜值露营帐篷,21号直播间不见不散点击",1000+条评价,https://mall.jd.com/index-598847.html?from=pc,山姆会员商店官方旗舰店,京东物流
53,53,https://item.jd.com/10049631826460.html,德芙（Dove） 巧克力礼盒装万圣节糖果礼盒装情人节礼物生日礼物女送女友老婆零食礼品德芙伊诺滋组合 德芙巧克力礼盒装,巧克力,新品促销，下单立减【教师节礼物】【中秋礼品】【生日礼物】【送女友】【德芙巧克力礼盒】,5000+条评价,https://mall.jd.com/index-10503606.html?from=pc,晶欧巧克力专营店,京东物流
149,149,https://item.jd.com/1950414.html,瑞士莲（Lindt）软心精选牛奶榛仁巧克力分享装600g,巧克力,,20万+条评价,https://mall.jd.com/index-1000081022.html?from=pc,瑞士莲京东自营旗舰店,自营
13.9,13.9,https://item.jd.com/100022781758.html,德芙(Dove)零糖系列海盐黑巧克力35g 代言人同款生日礼物礼品,巧克力,【与你巧遇预售甜蜜】双11狂欢预售开启啦！甜蜜芙礼部分抢券满199减99元。更多美妙趣食，丝滑你的味蕾！点击速抢！查看,10万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,"自营
								券59-5"
29.8,29.8,https://item.jd.com/100028159706.html,德芙Dove心语牛奶巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白员工福利伴手礼18粒礼盒100.8g,巧克力,德芙Dove心语牛奶巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白员工福利伴手礼18粒礼盒100.8g,2万+条评价,https://mall.jd.com/index-1000394105.html?from=pc,Goufrais糖巧京东自营专区,"自营
								2件8折"
59.9,59.9,https://item.jd.com/100039843271.html,诺梵松露巧克力低糖情人节送女友礼盒装生日礼物婚庆伴手礼500g,巧克力,诺梵松露巧克力低糖情人节送女友礼盒装生日礼物婚庆伴手礼500g,75条评价,https://mall.jd.com/index-1000082422.html?from=pc,诺梵京东自营旗舰店,"自营
								新品
								每满49-10"
19.8,19.8,https://item.jd.com/10034005605922.html,德芙（Dove） 巧克力创意礼盒装糖果婚庆喜糖伴手礼回礼万圣节糖果送男女友送男孩女孩生日礼物零食礼包 万圣节糖果礼盒（送礼袋）,巧克力,大礼盒可备注赠卡片，小盒款不能赠卡片,100+条评价,https://mall.jd.com/index-71090.html?from=pc,雅玫食品专营店,跨店每满1000-100
34.9,34.9,https://item.jd.com/100042449073.html,瑞特滋（ RitterSport）迷你榛子巧克力什锦袋装 休闲零食 节日礼物 100.02g 德国进口,巧克力,瑞特滋（ RitterSport）迷你榛子巧克力什锦袋装 休闲零食 节日礼物 100.02g 德国进口,500+条评价,https://mall.jd.com/index-1000114421.html?from=pc,瑞特滋京东自营旗舰店,"自营
								新品
								169元5件"
55,55,https://item.jd.com/10025212049149.html,歌帝梵（Godiva） GODIVA歌帝梵杯装巧克力5颗装 婚礼喜糖伴手礼 美国进口网红零食 香草立方黑巧克力5颗装,巧克力,,2000+条评价,https://mall.jd.com/index-130035.html?from=pc,歌帝梵官方旗舰店,跨店每满299-50
49.9,49.9,https://item.jd.com/10023258100032.html,瑞士莲（lindt） 软心巧克力礼盒万圣节糖果Lindor冰山黑巧生日礼物女生送女友进口婚庆喜糖零食 瑞士莲18粒礼盒,巧克力,【店铺补贴加购立减】【万圣节糖果】【送女友送儿童】【买贵退差全店保价】【8仓发货定时送达】【15天无理由退换货】【京东超市放心购】,5000+条评价,https://mall.jd.com/index-755041.html?from=pc,多唯呀礼盒旗舰店,"京东物流
								跨店每满299-50
								每满45-6"
21.8,21.8,https://item.jd.com/10029505372996.html,德芙巧克力丝滑牛奶/奶香白巧克力/纯黑巧克力多味盒装混合口味婚庆巧克力礼盒送朋友生日礼物喜糖130g 【混合口味】130g-兔子铁盒,巧克力,一盒约20颗,2000+条评价,https://mall.jd.com/index-173499.html?from=pc,世恩食品旗舰店,"京东物流
								秒杀"
24.8,24.8,https://item.jd.com/62257002801.html,德芙（Dove）丝滑牛奶巧克散装 婚庆喜糖 节日礼品 喜糖员工福利 丝滑牛奶巧克力250克【约50颗】,巧克力,纵享新丝滑,5000+条评价,https://mall.jd.com/index-145729.html?from=pc,宗正食品专营店,"跨店每满299-50
								秒杀"
68,68,https://item.jd.com/10024322804428.html,德芙 巧克力礼盒25粒200g万圣节礼物送女生女朋友表白礼老婆好友同事老师纪念日生日糖果 爱的礼物9粒费列罗16粒德芙,巧克力,【七夕礼物】[生日礼物][京东11仓][覆盖320个城市]【送··精美贺卡手提袋】【FERRERO9粒+德芙巧克力组合装】【双层设计层层心意】瑞士莲高档礼盒,2万+条评价,https://mall.jd.com/index-10314705.html?from=pc,业昌休闲食品专营店,"京东物流
								闪购
								每满68-9"
5.9,5.9,https://item.jd.com/983125.html,德芙Dove丝滑牛奶巧克力 糖果礼品 休闲零食送女友 43g,巧克力,【与你巧遇预售甜蜜】双11狂欢预售开启啦！甜蜜芙礼部分抢券满199减99元。更多美妙趣食，丝滑你的味蕾！点击速抢！查看,20万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,自营
30.9,30.9,https://item.jd.com/326467.html,士力架花生夹心巧克力（全家桶）460g桶装 王嘉尔代言 食品零食礼物礼品（新旧包装随机发放）,巧克力,,200万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,自营
7.49,7.49,https://item.jd.com/967641.html,Kinder健达缤纷乐儿童牛奶榛果威化巧克力制品 国庆节礼物 儿童零食成人零食休闲食品 1包2条装43g,巧克力,"【费列罗健达巧克力*双11全球热爱季】10月20日20点火热开启，定金抢先付，尾款享立减！超值优惠享不停！加入会员领券且可抽超值大奖,点击查看更多优惠进入",20万+条评价,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,"自营
								2件9折"
23.9,23.9,https://item.jd.com/10023299871115.html,卜珂零点速溶松露型黑巧克力碗装408g网红零食糖果送女友（代可可脂） 碗装松露形巧克力408g,巧克力,速溶遇到高温会融化，下单前检查好收货地址，此产品一旦发出不支持退款,5000+条评价,https://mall.jd.com/index-10135123.html?from=pc,好食力食品专营店,
109,109,https://item.jd.com/45199218657.html,瑞士莲（Lindt）巧克力软心Lindor冰山牛奶熔岩黑巧克力万圣节喜糖果伴手礼零食送女友情人节礼物 瑞士莲经典版600g【5种口味】,巧克力,1.约48粒/袋，温度超22度，建议冷藏2h后食用！2.下单2份减20元!3.卡乐比薯条三兄弟，来自北海道的地道美味,2万+条评价,https://mall.jd.com/index-740423.html?from=pc,帝亚零食专营店,"京东物流
								秒杀
								满118-10"
29.9,29.9,https://item.jd.com/10036026339345.html,士力架巧克力散装称斤1000g牛奶德福巧克力婚庆喜糖伴手礼大礼包棒花生夹心糖果零食小吃休闲食品 士力架花生夹心巧克力500g（约24条）,巧克力,士力架巧克力散装称斤1000g牛奶德福巧克力婚庆喜糖伴手礼大礼包棒花生夹心糖果零食小吃休闲食品 士力架花生夹心巧克力500g（约24条）,1万+条评价,https://mall.jd.com/index-177449.html?from=pc,聚食惠食品专营店,2件9.5折
31.9,31.9,https://item.jd.com/100042449071.html,瑞特滋（RitterSport）软心立方夹心牛奶巧克力什锦袋装 休闲零食 节日礼物 72g 德国进口,巧克力,瑞特滋（RitterSport）软心立方夹心牛奶巧克力什锦袋装 休闲零食 节日礼物 72g 德国进口,500+条评价,https://mall.jd.com/index-1000114421.html?from=pc,瑞特滋京东自营旗舰店,"自营
								新品
								169元5件"
35.8,35.8,https://item.jd.com/10311244667.html,瑞士莲特醇排装可可纯黑巧克力多口味万圣节日生日送礼物休闲零食,巧克力,,2万+条评价,https://mall.jd.com/index-21779.html?from=pc,瑞士莲官方旗舰店,跨店每满299-50
19.9,19.9,https://item.jd.com/100017631051.html,怡浓乖乖虎牛奶巧克力棒棒糖生日礼物送女友儿童120g,巧克力,怡浓乖乖虎牛奶巧克力棒棒糖生日礼物送女友儿童120g,5万+条评价,https://mall.jd.com/index-1000089761.html?from=pc,怡浓京东自营旗舰店,"自营
								2件9折"
9.9,9.9,https://item.jd.com/10045976474053.html,网红松露黑巧克力纯可可脂婚庆送礼糖果巧克力办公室零食解馋休闲食品 松露黑巧克力90g【约18包】,巧克力,网红松露黑巧克力纯可可脂婚庆送礼糖果巧克力办公室零食解馋休闲食品 松露黑巧克力90g【约18包】,200+条评价,https://mall.jd.com/index-138899.html?from=pc,香客食品专营店,"跨店每满299-50
								券99-10
								2件9折"
27.9,27.9,https://item.jd.com/17161770432.html,士力架 花生夹心巧克力 婚庆喜糖伴手礼全家桶装办公室福利零食散装批发年货糖果礼物休闲零食 士力架散称500g（约24条）,巧克力,婚礼季散装喜糖批发！办公室零食！【点击查看】进口巧克力多买多优惠,5000+条评价,https://mall.jd.com/index-38157.html?from=pc,爱巧官方旗舰店,"秒杀
								满29-2"
79,79,https://item.jd.com/100042808629.html,乐家（AlmondRoca）美国进口杏仁扁桃仁巧克力味糖果喜糖零食万圣节生日礼物女 原味 23粒分享装284g/罐,巧克力,"【美国进口】日期新鲜，甄选上等扁桃仁，口感层次分明，甜脆而不油腻，乐享醇脆，一口难忘，客服热线：17317103264,更多猛戳~",1万+条评价,https://mall.jd.com/index-1000290715.html?from=pc,乐家（ALMOND ROCA）京东自营旗舰店,"自营
								新品
								每满78-20"
36,36,https://item.jd.com/10061276480290.html,德芙（Dove） 巧克力礼盒装生日礼物女生送女友女朋友老婆纪念日万圣节糖果礼物婚庆喜糖伴手礼 黑色5.3g尊享礼盒,巧克力,【婚庆喜糖伴手礼】【结婚纪念日礼物】【巧克力】【生日礼物女生】【节日礼物】【买贵退差全店保价】,100+条评价,https://mall.jd.com/index-11626042.html?from=pc,巧语巧克力旗舰店,"京东物流
								新品
								跨店每满299-50
								秒杀
								每满36-7
								赠"
19.9,19.9,https://item.jd.com/100029820261.html,初见半夏松露形代可可脂巧克力办公零食独立小包装方便携带410g,巧克力,初见半夏松露形代可可脂巧克力办公零食独立小包装方便携带410g,,https://mall.jd.com/index-1000425989.html?from=pc,初见半夏京东自营旗舰店,"自营
								2件9折"
85,85,https://item.jd.com/10034943133102.html,乔慕（Truffles） 法国进口乔慕松露形黑巧克力70%纯可可脂原味黑松露形巧克力七夕教师节礼盒装 【不含代可可】70%黑巧500g礼盒装,巧克力,正品保证，口感纯正,,https://mall.jd.com/index-11459069.html?from=pc,高狄诗官方旗舰店,"券99-3
								1件9.5折"
59,59,https://item.jd.com/10039173649588.html,德芙（DOVE） 心语混合夹巧克力礼盒装心形牛奶巧克力万圣节糖果生日礼物送小孩老婆福利批发伴手礼 德芙心语36枚圆形铁盒装（JD物流 就近仓库发）,巧克力,【万圣节糖果礼盒送小孩】【全店补贴一直保价】【限时优惠下单立减】【生日礼物女生】【7天无理由退换货】【8仓发货定时送达】教师节中秋节主会场,,https://mall.jd.com/index-866166.html?from=pc,可达鸭官方旗舰店,"京东物流
								跨店每满299-50"
158,158,https://item.jd.com/10088746838.html,瑞特滋（RITTER SPORT） 瑞特斯波德德国进口巧克力散装婚庆喜糖巧克力 什锦1000g多口味混合盒装（约200颗）,巧克力,5g/8g多口味选择,,https://mall.jd.com/index-38195.html?from=pc,欧美食品专营店,跨店每满299-50
12.5,12.5,https://item.jd.com/10048071153510.html,Solove100%纯黑巧克力纯脂礼盒装极苦送女友零食纯可可脂120g 100%可可-逆天苦120g,巧克力,Solove100%纯黑巧克力纯脂礼盒装极苦送女友零食纯可可脂120g 100%可可-逆天苦120g,,https://mall.jd.com/index-655610.html?from=pc,亦泓食品专营店,
55,55,https://item.jd.com/10025212049149.html,歌帝梵（Godiva） GODIVA歌帝梵杯装巧克力5颗装 婚礼喜糖伴手礼 美国进口网红零食 香草立方黑巧克力5颗装,巧克力,,,https://mall.jd.com/index-130035.html?from=pc,歌帝梵官方旗舰店,跨店每满299-50
15,15,https://item.jd.com/1878731.html,明治（Meiji）牛奶巧克力 65g,巧克力,明治（Meiji）牛奶巧克力 65g,,https://mall.jd.com/index-1000118190.html?from=pc,明治京东自营旗舰店,"自营
								券99-5
								3件8折"
118,118,https://item.jd.com/10034496539773.html,ROYCE' 若翼族 生巧克力制品礼盒装日本北海道进口巧克力送男女朋友生日礼物伴手礼糖果顺丰全程冷链 经典原味 125g 【20枚/盒】,巧克力,为响应政府战疫政策，部分地区将进行限售/延发，您可先关注商品，待快递通知冷链线路畅通后，我们会即刻恢复销售/发货，感谢您的支持和谅解！,,https://mall.jd.com/index-11421578.html?from=pc,ROYCE'旗舰店,跨店每满299-50
69.9,69.9,https://item.jd.com/10023400248842.html,瑞士莲（lindt） 巧克力lindor进口软心球牛奶黑巧白巧巧克力婚庆喜糖果500g散装 多口味混合500g（5-8口味混合）,巧克力,瑞士莲（lindt） 巧克力lindor进口软心球牛奶黑巧白巧巧克力婚庆喜糖果500g散装 多口味混合500g（5-8口味混合）,,https://mall.jd.com/index-38195.html?from=pc,欧美食品专营店,跨店每满299-50
178,178,https://item.jd.com/100028746095.html,Patchi芭驰进口迪拜巧克力礼盒（缤纷款）250g 万圣节礼物 生日礼物女 喜糖 伴手礼 进口零食威化榛果巧克力,巧克力,企业团购优惠联系客服咨询~订单满500元需求礼袋可联系客服~欢迎咨询~~,,https://mall.jd.com/index-1000333345.html?from=pc,patchi京东自营旗舰店,"自营
								新品"
49.9,49.9,https://item.jd.com/3045819.html,好时 Hershey’s 牛奶巧克力排块 办公室休闲零食 糖果 家庭分享装 婚庆喜糖 210g,巧克力,好时 Hershey’s 牛奶巧克力排块 办公室休闲零食 糖果 家庭分享装 婚庆喜糖 210g,,https://mall.jd.com/index-1000075682.html?from=pc,好时京东自营旗舰店,"自营
								品质溯源
								2件9折"
30.9,30.9,https://item.jd.com/326467.html,士力架花生夹心巧克力（全家桶）460g桶装 王嘉尔代言 食品零食礼物礼品（新旧包装随机发放）,巧克力,,,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,自营
89,89,https://item.jd.com/100014092893.html,德芙Dove巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白巧克力浪漫星空创意惊喜礼盒装,巧克力,德芙Dove巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白巧克力浪漫星空创意惊喜礼盒装,,https://mall.jd.com/index-1000386302.html?from=pc,全球好物京东自营专区,"自营
								2件8折"
14.9,14.9,https://item.jd.com/10044447205207.html,康美纳卡 白俄罗斯进口 黑巧克力高浓度精选纯可可脂运动健身黑巧克力休闲零食黑巧克力90g装 甜黑巧克力90g（68%可可）,巧克力,单笔订单满49元+7元可换购100g牛奶巧克力一块【在购物车中换购】,,https://mall.jd.com/index-11697048.html?from=pc,白俄罗斯进口馆,"京东物流
								跨店每满299-50
								2件9折"
68,68,https://item.jd.com/10031865334026.html,瑞士莲软心巧克力500gLindt牛奶夹心球散装万圣节糖果婚礼婚庆生日情人节表白日结婚喜糖520喜酒 红色牛奶味1斤,巧克力,国内现货，非国外邮寄。放心购买。正品保障，日期新,,https://mall.jd.com/index-11286848.html?from=pc,UNCLE TOM旗舰店,"跨店每满299-50
								满99-8"
136,136,https://item.jd.com/67499370480.html,费列罗 (FERRERO) 巧克力礼盒48粒装情人节生日礼物送女友老婆员工团购万圣节平安夜糖果伴手礼 费列罗金色48粒礼盒装[送礼袋],巧克力,【京东超市】【品质保证】【京东12仓，急速到家】【活动多多下单立减】瑞士莲情人节爱心巧克力礼盒,,https://mall.jd.com/index-10205730.html?from=pc,业昌食品专营店,"京东物流
								闪购"
268.9,268.9,https://item.jd.com/730618.html,费列罗(FERRERO)榛果威化糖果巧克力制品 节日礼物休闲零食 婚庆喜糖零食伴手礼  96粒婚礼装1200g,巧克力,"【费列罗健达巧克力*双11全球热爱季】10月20日20点火热开启，定金抢先付，尾款享立减！超值优惠享不停！加入会员领券且可抽超值大奖,点击查看更多优惠进入",,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,"自营
								满49-22"
39.9,39.9,https://item.jd.com/1877410.html,明治（Meiji）板式巧克力混合装 牛奶巧克力+特纯黑56%混装 180g,巧克力,新老包装交替中，新老包装随机发货哦~,2万+条评价,https://mall.jd.com/index-1000118190.html?from=pc,明治京东自营旗舰店,"自营
								3件8折"
49.9,49.9,https://item.jd.com/100038116203.html,名糖(Meito) 经典巧克力袋装万圣节限定款180g 日本进口生日礼物送女友,巧克力,日本进口零食专区，精美礼盒，各类零食季节限定款等您选购点击查看！(此商品不参加上述活动),2000+条评价,https://mall.jd.com/index-1000367485.html?from=pc,春捃京东自营旗舰店,"自营
								新品
								2件9折"
119,119,https://item.jd.com/3874990.html,德芙 Dove 尊慕巧克力礼盒280g 代言人同款 生日糖果休闲零食节日礼物喜糖伴手礼（本产品不含礼品袋）,巧克力,【与你巧遇预售甜蜜】双11狂欢预售开启啦！甜蜜芙礼部分抢券满199减99元。更多美妙趣食，丝滑你的味蕾！点击速抢！查看,50万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,自营
58,58,https://item.jd.com/10032414571943.html,好时巧克力散装500g kisses之吻生日礼物婚庆喜糖果零食批发 (原装)炫彩多口味混合500G袋装 好时kisses,巧克力,见证幸福甜蜜！,1万+条评价,https://mall.jd.com/index-145729.html?from=pc,宗正食品专营店,"跨店每满299-50
								赠"
45.9,45.9,https://item.jd.com/10987971059.html,德芙（Dove） 巧克力礼盒万圣节糖果礼盒星空棒棒糖生日礼物女生送女友男孩儿童学生花束儿童零食大礼包,巧克力,【万圣节糖果巧克力礼盒】【部分礼盒带彩灯】【团购联系客服更优惠】【京8仓发货可指定送达】【生日礼物礼盒装】,10万+条评价,https://mall.jd.com/index-614699.html?from=pc,多唯呀食品旗舰店,"京东物流
								放心购
								跨店每满1000-100
								免邮
								每满45-3"
19.9,19.9,https://item.jd.com/100005043053.html,诺梵纯黑可可脂黑巧克力休闲零食万圣节糖果礼盒生日礼物女送女友巧克力55%办公室零食喜糖110g,巧克力,,10万+条评价,https://mall.jd.com/index-1000082422.html?from=pc,诺梵京东自营旗舰店,自营
49.9,49.9,https://item.jd.com/100010945882.html,新西兰原装进口惠特克Whittaker's蔓越莓扁桃仁黑巧克力180g 糖果零食休闲食品袋装,巧克力,新西兰原装进口惠特克Whittaker's蔓越莓扁桃仁黑巧克力180g 糖果零食休闲食品袋装,5万+条评价,https://mall.jd.com/index-1000118801.html?from=pc,惠特克（whittakers）巧克力京东自营旗舰店,"自营
								品质溯源
								2件9折"
19.9,19.9,https://item.jd.com/4044853.html,诺梵纯黑可可脂苦巧克力礼盒65%可可含量万圣节糖果礼盒送女友微苦高纯黑巧克力休闲零食婚庆喜糖130g,巧克力,诺梵纯黑可可脂苦巧克力礼盒65%可可含量万圣节糖果礼盒送女友微苦高纯黑巧克力休闲零食婚庆喜糖130g,50万+条评价,https://mall.jd.com/index-1000082422.html?from=pc,诺梵京东自营旗舰店,"自营
								2件9折"
86.9,86.9,https://item.jd.com/3712893.html,好时之吻 Kisses牛奶巧克力 休闲零食 散装 婚庆喜糖 500g,巧克力,好时之吻 Kisses牛奶巧克力 休闲零食 散装 婚庆喜糖 500g,50万+条评价,https://mall.jd.com/index-1000075682.html?from=pc,好时京东自营旗舰店,"自营
								品质溯源
								2件9折
								赠"
39.9,39.9,https://item.jd.com/10055677817028.html,脆香米 夹心牛奶巧克力192g盒装送礼糖果喜糖儿童网红休闲零食 脆香米192g×2盒,巧克力,脆香米会场火热上线，多种口味巧克力零食任您选。【居家分享】【送礼精选】【办公零食】【休闲零食】点击前往查,2000+条评价,https://mall.jd.com/index-11888970.html?from=pc,德芙晶欧专卖店,"京东物流
								跨店每满299-50
								券4-1"
26.9,26.9,https://item.jd.com/10031404244262.html,瑞士进口 狄妮诗 SWISS DELICE  72%黑巧克力 牛奶巧克力片 小排块 独立小包装 72%黑巧125g/袋（每袋约23颗左右）,巧克力,"夏天可能会化,介意慎拍,化了不退不换不赔偿",1000+条评价,https://mall.jd.com/index-182873.html?from=pc,智勇食品专营店,"跨店每满1000-100
								免邮"
149,149,https://item.jd.com/1950414.html,瑞士莲（Lindt）软心精选牛奶榛仁巧克力分享装600g,巧克力,,20万+条评价,https://mall.jd.com/index-1000081022.html?from=pc,瑞士莲京东自营旗舰店,自营
19.9,19.9,https://item.jd.com/100029820261.html,初见半夏松露形代可可脂巧克力办公零食独立小包装方便携带410g,巧克力,初见半夏松露形代可可脂巧克力办公零食独立小包装方便携带410g,200+条评价,https://mall.jd.com/index-1000425989.html?from=pc,初见半夏京东自营旗舰店,"自营
								2件9折"
85,85,https://item.jd.com/10034943133102.html,乔慕（Truffles） 法国进口乔慕松露形黑巧克力70%纯可可脂原味黑松露形巧克力七夕教师节礼盒装 【不含代可可】70%黑巧500g礼盒装,巧克力,正品保证，口感纯正,2000+条评价,https://mall.jd.com/index-11459069.html?from=pc,高狄诗官方旗舰店,"券99-3
								1件9.5折"
59,59,https://item.jd.com/10039173649588.html,德芙（DOVE） 心语混合夹巧克力礼盒装心形牛奶巧克力万圣节糖果生日礼物送小孩老婆福利批发伴手礼 德芙心语36枚圆形铁盒装（JD物流 就近仓库发）,巧克力,【万圣节糖果礼盒送小孩】【全店补贴一直保价】【限时优惠下单立减】【生日礼物女生】【7天无理由退换货】【8仓发货定时送达】教师节中秋节主会场,1万+条评价,https://mall.jd.com/index-866166.html?from=pc,可达鸭官方旗舰店,"京东物流
								跨店每满299-50"
158,158,https://item.jd.com/10088746838.html,瑞特滋（RITTER SPORT） 瑞特斯波德德国进口巧克力散装婚庆喜糖巧克力 什锦1000g多口味混合盒装（约200颗）,巧克力,5g/8g多口味选择,5000+条评价,https://mall.jd.com/index-38195.html?from=pc,欧美食品专营店,跨店每满299-50
12.5,12.5,https://item.jd.com/10048071153510.html,Solove100%纯黑巧克力纯脂礼盒装极苦送女友零食纯可可脂120g 100%可可-逆天苦120g,巧克力,Solove100%纯黑巧克力纯脂礼盒装极苦送女友零食纯可可脂120g 100%可可-逆天苦120g,500+条评价,https://mall.jd.com/index-655610.html?from=pc,亦泓食品专营店,
15,15,https://item.jd.com/1878731.html,明治（Meiji）牛奶巧克力 65g,巧克力,明治（Meiji）牛奶巧克力 65g,1万+条评价,https://mall.jd.com/index-1000118190.html?from=pc,明治京东自营旗舰店,"自营
								券99-5
								3件8折"
