图片,价格,价格1,名称_链接,名称,skcolor_ljg,promowords,pcommit,店铺_链接,店铺,关键词,pobtn_链接,pobtn
https://img10.360buyimg.com/n7/jfs/t1/38624/38/22271/197843/63996822Ebf969e1e/3219693e0c56ddec.jpg,68.00,68.00,https://item.jd.com/61018627380.html,【补贴价49元】费列罗巧克力礼盒 团购咨询客服更优惠,巧克力,,5万+条评价,https://mall.jd.com/index-755041.html?from=pc,多唯呀礼盒旗舰店,"
						",https://cart.jd.com/gate.action?pid=61018627380&pcount=1&ptype=1,加入购物车
https://img12.360buyimg.com/n7/jfs/t1/146484/8/32844/163492/638ee040Ec4610d82/3bd33717186258ff.jpg,31.90,31.90,https://item.jd.com/326467.html,"
士力架花生夹心巧克力全家桶460g桶装王嘉尔代言（新旧包装随机发放）",巧克力,士力架花生夹心巧克力全家桶460g桶装王嘉尔代言（新旧包装随机发放）,200万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=326467&pcount=1&ptype=1,加入购物车
https://img13.360buyimg.com/n7/jfs/t1/117163/32/21039/329236/62297601E48ec238a/3ee150bb4dae6c03.jpg,248.00,248.00,https://item.jd.com/100017688593.html,"
歌帝梵GODIVA巧克力礼盒装金装15颗比利时原装进口纯可可脂平安夜圣诞节礼物送女友男友生日礼物女情人节",巧克力,歌帝梵GODIVA巧克力礼盒装金装15颗比利时原装进口纯可可脂平安夜圣诞节礼物送女友男友生日礼物女情人节,2万+条评价,https://mall.jd.com/index-1000369729.html?from=pc,歌帝梵（GODIVA）巧克力京东自营专区,"
								自营
								2件9折
						",https://cart.jd.com/gate.action?pid=100017688593&pcount=1&ptype=1,加入购物车
https://img12.360buyimg.com/n7/jfs/t1/59419/19/22590/45222/6374dcfbEecff686e/94b464deca40d942.jpg,37.90,37.90,https://item.jd.com/319412.html,"
Lindt瑞士莲特醇 法国进口排装85%可可黑巧克力100g零食圣诞礼物",巧克力,瑞士莲Excellence特醇排装85%可可黑巧瑞士莲巧克力大师以精心挑选的高品质可可豆创造。浓郁可可苦涩中带着淡淡的回甘，让您尽享黑巧克力的浓情魅力。,20万+条评价,https://mall.jd.com/index-1000081022.html?from=pc,瑞士莲京东自营旗舰店,"
								自营
								定期
								品质溯源
						",https://cart.jd.com/gate.action?pid=319412&pcount=1&ptype=1,加入购物车
https://img12.360buyimg.com/n7/jfs/t1/162229/7/33926/149195/639943bbEbfab22fc/a8a3e5f8628049df.jpg,105.70,105.70,https://item.jd.com/730617.html,"
费列罗（FERRERO）臻品巧克力制品年货圣诞节日礼物喜糖零食伴手礼24粒礼盒装259.2g",巧克力,"【费列罗健达巧克力，圣诞特惠】【黑巧新品火爆上市，三种口味，下单送礼品袋】！加入会员领券且可抽超值大奖,数量有限，速抢，更多优惠进入",50万+条评价,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=730617&pcount=1&ptype=1,加入购物车
https://img12.360buyimg.com/n7/jfs/t1/56259/33/21911/160340/638ee16eE5a14313b/8e56c42acb929d64.jpg,35.50,35.50,https://item.jd.com/988552.html,"
M&M'S妙趣畅享牛奶巧克力豆 270g桶装圣诞 年货（新旧包装随机发放）",巧克力,M&M'S妙趣畅享牛奶巧克力豆 270g桶装圣诞 年货（新旧包装随机发放）,50万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=988552&pcount=1&ptype=1,加入购物车
,229.00,229.00,https://item.jd.com/10039475647445.html,Laderach莱德拉混合坚果10口味巧克力 婚礼喜糖伴手礼,巧克力,,2000+条评价,https://mall.jd.com/index-11439527.html?from=pc,LADERACH旗舰店,"
						",https://cart.jd.com/gate.action?pid=10039475647445&pcount=1&ptype=1,加入购物车
,14.90,14.90,https://item.jd.com/10044447205210.html,康美纳卡 白俄罗斯进口 黑巧克力高浓度精选纯可可脂运动健身黑巧克力90g 黑巧克力90g  (90%可可）,巧克力,单笔订单满49元+9元可换购100g牛奶巧克力一块【在购物车中换购】,2万+条评价,https://mall.jd.com/index-11697048.html?from=pc,白俄罗斯进口馆,"
								京东物流
								券300-30
								2件9折
						",https://cart.jd.com/gate.action?pid=10044447205210&pcount=1&ptype=1,加入购物车
,60.00,60.00,https://item.jd.com/35667811383.html,明治（Meiji） 排块巧克力 特纯黑、黑、特浓牛奶、牛奶、4种口味75g*4盒,巧克力,明治（Meiji） 排块巧克力 特纯黑、黑、特浓牛奶、牛奶、4种口味75g*4盒,2000+条评价,https://mall.jd.com/index-31616.html?from=pc,明治旗舰店,"
								满60-8
						",https://cart.jd.com/gate.action?pid=35667811383&pcount=1&ptype=1,加入购物车
,79.00,79.00,https://item.jd.com/3398917.html,"京东国际	
费列罗（FERRERO）榛果威化糖果进口巧克力制品喜糖伴手礼年货圣诞节日礼物30粒375g",巧克力,意大利原装进口费列罗，臻爱永恒，甜蜜共享。,20万+条评价,https://mall.jd.com/index-1000407943.html?from=pc,费列罗（FERRERO）海外京东自营旗舰店,"
								自营
								包税
						",https://cart.jd.com/gate.action?pid=3398917&pcount=1&ptype=1,加入购物车
,99.00,99.00,https://item.jd.com/17746074868.html,费列罗巧克力礼盒30粒370g圣诞节礼物送女友生日礼物送女友女朋友老婆婚庆喜糖伴手礼,巧克力,新品促销，德芙心语巧克力礼盒，到手价只需39元，京东快递。点击购买(此商品不参加上述活动),20万+条评价,https://mall.jd.com/index-613836.html?from=pc,1314巧克力旗舰店,"
								京东物流
								每满99-20
								赠
						",https://cart.jd.com/gate.action?pid=17746074868&pcount=1&ptype=1,加入购物车
,49.50,49.50,https://item.jd.com/317651.html,"
费列罗（FERRERO）榛果威化糖果巧克力制品 婚庆喜糖伴手礼8粒心形装100g 金榜推荐",巧克力,"【费列罗健达巧克力，圣诞特惠】【黑巧新品火爆上市，三种口味，下单送礼品袋】！加入会员领券且可抽超值大奖,数量有限，速抢，更多优惠进入",50万+条评价,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,"
								自营
								2件9折
								赠
						",https://cart.jd.com/gate.action?pid=317651&pcount=1&ptype=1,加入购物车
,99.00,99.00,https://item.jd.com/71753909677.html,德芙（Dove） 巧克力礼盒装圣诞节礼物送女生女友平安夜情人节生日礼物女生 德芙巧克力礼盒,巧克力,,1万+条评价,https://mall.jd.com/index-657104.html?from=pc,多唯呀巧克力旗舰店,"
						",https://cart.jd.com/gate.action?pid=71753909677&pcount=1&ptype=1,加入购物车
,118.00,118.00,https://item.jd.com/680578.html,"
比利时进口 （Ducd'O）得多木盒酒心巧克力250g酒心巧克力礼盒伴手礼【内含5种酒】",巧克力,比利时进口 （Ducd'O）得多木盒酒心巧克力250g酒心巧克力礼盒伴手礼【内含5种酒】,2万+条评价,https://mall.jd.com/index-1000303482.html?from=pc,爱普诗（Alpes d'Or）京东自营旗舰店,"
								自营
								品质溯源
								秒杀
								2件9折
						",https://cart.jd.com/gate.action?pid=680578&pcount=1&ptype=1,加入购物车
,15.00,15.00,https://item.jd.com/326463.html,"
士力架花生夹心巧克力分享装240g王嘉尔代言横扫饥饿圣诞礼物新年货礼盒",巧克力,士力架花生夹心巧克力分享装240g王嘉尔代言横扫饥饿圣诞礼物新年货礼盒,100万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=326463&pcount=1&ptype=1,加入购物车
,24.90,24.90,https://item.jd.com/100038885619.html,"
Lindt瑞士莲软心 意大利进口牛奶巧克力私享装75g送礼聚会伴手礼",巧克力,经典红色包装搭配蕾丝花纹装饰，香浓经典牛奶口味巧克力外壳与幼滑软心的绝妙融合，既适合一个人静静品味，也适合馈赠亲朋好友~,20万+条评价,https://mall.jd.com/index-1000081022.html?from=pc,瑞士莲京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=100038885619&pcount=1&ptype=1,加入购物车
,11.70,11.70,https://item.jd.com/326437.html,"
脆香米牛奶脆米心巧克力120g袋装圣诞礼物年货零食（新旧包装随机发放）",巧克力,脆香米牛奶脆米心巧克力120g袋装圣诞礼物年货零食（新旧包装随机发放）,100万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=326437&pcount=1&ptype=1,加入购物车
,29.90,29.90,https://item.jd.com/100035179120.html,"
德芙（Dove）肖战同款黑巧克力碗装234g圣诞礼物 新年限定年货礼盒休闲零食",巧克力,德芙（Dove）肖战同款黑巧克力碗装234g圣诞礼物 新年限定年货礼盒休闲零食,20万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=100035179120&pcount=1&ptype=1,加入购物车
,27.30,27.30,https://item.jd.com/3397830.html,好时（Hershey’s）黑巧克力 排块 办公室休闲零食 圣诞礼物 婚庆糖果 喜糖 210g,巧克力,,20万+条评价,https://mall.jd.com/index-1000075682.html?from=pc,好时京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=3397830&pcount=1&ptype=1,加入购物车
,258.00,258.00,https://item.jd.com/100018265891.html,"
歌帝梵GODIVA比利时进口夹心巧克力金装15枚圣诞节礼物送女生女友女朋友男朋友生日礼物情人节巧克力礼盒装",巧克力,歌帝梵GODIVA比利时进口夹心巧克力金装15枚圣诞节礼物送女生女友女朋友男朋友生日礼物情人节巧克力礼盒装,2万+条评价,https://mall.jd.com/index-1000351986.html?from=pc,GODIVA/歌帝梵京东自营专区,"
								自营
								2件9折
						",https://cart.jd.com/gate.action?pid=100018265891&pcount=1&ptype=1,加入购物车
,48.80,48.80,https://item.jd.com/10023258100032.html,瑞士莲（lindt） 软心黑巧克力礼盒圣诞节礼物Lindor糖果女生送女友进口婚庆喜糖 瑞士莲18粒礼盒,巧克力,【限时秒杀】【到手价44.9】【圣诞节礼物送女友】,5000+条评价,https://mall.jd.com/index-755041.html?from=pc,多唯呀礼盒旗舰店,"
								京东物流
								秒杀
						",https://cart.jd.com/gate.action?pid=10023258100032&pcount=1&ptype=1,加入购物车
,49.90,49.90,https://item.jd.com/10038252188629.html,德芙（Dove）丝滑牛奶巧克力排块224g*2盒原装办公休闲零食糖果生日圣诞节礼物 丝滑牛奶14g×16（2盒装）,巧克力,一口小愉悦，焕新上市，好吃比碗装划算！,2万+条评价,https://mall.jd.com/index-11592250.html?from=pc,德芙旗舰店,"
								京东物流
						",https://cart.jd.com/gate.action?pid=10038252188629&pcount=1&ptype=1,加入购物车
,79.90,79.90,https://item.jd.com/10064656609155.html,"
诺梵【全国七仓发货】 松露巧克力礼盒低糖年货喜糖圣诞节糖果年 2盒装圣诞款送礼袋",巧克力,诺梵【全国七仓发货】 松露巧克力礼盒低糖年货喜糖圣诞节糖果年 2盒装圣诞款送礼袋,1万+条评价,https://mall.jd.com/index-22435.html?from=pc,诺梵官方旗舰店,"
								京东物流
						",https://cart.jd.com/gate.action?pid=10064656609155&pcount=1&ptype=1,加入购物车
,49.90,49.90,https://item.jd.com/3045819.html,"
好时（Hershey’s）牛奶巧克力排块 办公室休闲零食 糖果 圣诞礼物 婚庆喜糖 210g",巧克力,好时（Hershey’s）牛奶巧克力排块 办公室休闲零食 糖果 圣诞礼物 婚庆喜糖 210g,20万+条评价,https://mall.jd.com/index-1000075682.html?from=pc,好时京东自营旗舰店,"
								自营
								品质溯源
								2件9折
						",https://cart.jd.com/gate.action?pid=3045819&pcount=1&ptype=1,加入购物车
,128.00,128.00,https://item.jd.com/100033721774.html,费列罗唯美斯榛果威化双拼巧克力礼盒圣诞节礼物送儿童女朋友男朋友生日礼物礼盒装费列罗10颗唯美斯20颗375g,巧克力,,10万+条评价条评价,https://mall.jd.com/index-1000386302.html?from=pc,全球好物京东自营专区,"
								自营
						",https://cart.jd.com/gate.action?pid=100033721774&pcount=1&ptype=1,加入购物车
,228.00,228.00,https://item.jd.com/33010207648.html,比利时进口GODIVA歌帝梵经典金装夹心黑混合巧克力礼盒15粒情人节圣诞节礼物送女友平安夜生日礼物,巧克力,心怀皓月致敬师恩，当教师节遇上中秋节，可达鸭专属礼盒会场前往抢购,1万+条评价,https://mall.jd.com/index-866166.html?from=pc,可达鸭官方旗舰店,"
								京东物流
								赠
						",https://cart.jd.com/gate.action?pid=33010207648&pcount=1&ptype=1,加入购物车
,109.00,109.00,https://item.jd.com/10023040869852.html,瑞士莲巧克力Lindt进口软心糖果巧克力球圣诞礼物送女友年货喜糖伴手礼 精选黑巧600g【混合3种口味】,巧克力,日期新，快则次日达，7仓发货，部分地区1-2天。除环境因素外,2万+条评价,https://mall.jd.com/index-841496.html?from=pc,萨王纳官方旗舰店,"
								京东物流
								秒杀
								每满199-20
						",https://cart.jd.com/gate.action?pid=10023040869852&pcount=1&ptype=1,加入购物车
,22.90,22.90,https://item.jd.com/1881300.html,"
费列罗(Nutella)能多益榛果可可酱 吐司面包涂抹酱 面包伴侣 年货节圣诞礼物团聚分享零食 巧克力酱瓶装180g",巧克力,"【费列罗健达巧克力，圣诞特惠】【超值优惠享不停,爆款直降金榜推荐，部分爆款低至7折】！加入会员领券且可抽超值大奖，数量有限，速抢，更多优惠进入",5万+条评价,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,"
								自营
								2件9.5折
						",https://cart.jd.com/gate.action?pid=1881300&pcount=1&ptype=1,加入购物车
,118.00,118.00,https://item.jd.com/100006178285.html,"
爱普诗精选10口味夹心巧克力礼盒216g 比利时进口 生日礼物 圣诞节礼物",巧克力,"比利时进口,10口味夹心巧克力礼盒",20万+条评价,https://mall.jd.com/index-1000303482.html?from=pc,爱普诗（Alpes d'Or）京东自营旗舰店,"
								自营
								品质溯源
								2件8折
						",https://cart.jd.com/gate.action?pid=100006178285&pcount=1&ptype=1,加入购物车
,129.00,129.00,https://item.jd.com/10066665348376.html,诺梵【全国七仓发货】金松露巧克力圣诞节礼盒装纯黑可可脂 年货金松露-可爱兔,巧克力,诺梵【全国七仓发货】金松露巧克力圣诞节礼盒装纯黑可可脂 年货金松露-可爱兔,5000+条评价,https://mall.jd.com/index-22435.html?from=pc,诺梵官方旗舰店,"
								京东物流
								券99-30
								满258-30
						",https://cart.jd.com/gate.action?pid=10066665348376&pcount=1&ptype=1,加入购物车
,128.00,128.00,https://item.jd.com/100033721774.html,费列罗唯美斯榛果威化双拼巧克力礼盒圣诞节礼物送儿童女朋友男朋友生日礼物礼盒装费列罗10颗唯美斯20颗375g,巧克力,,10万+条评价,https://mall.jd.com/index-1000386302.html?from=pc,全球好物京东自营专区,"
								自营
						",https://cart.jd.com/gate.action?pid=100033721774&pcount=1&ptype=1,加入购物车
,395.00,395.00,https://item.jd.com/100028746117.html,"
patchi芭驰 进口 巧克力礼盒（缤纷款）500g   迪拜 圣诞礼物 生日礼物",巧克力,企业团购优惠联系客服咨询~订单满500元需求礼袋可联系客服~欢迎咨询~~,2万+条评价,https://mall.jd.com/index-1000333345.html?from=pc,patchi京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=100028746117&pcount=1&ptype=1,加入购物车
