会员卡号,此次消费的会员积分,积分等级,年龄,年龄段,入会时长,消费次数,消费频率,消费金额,消费水平,平均每单金额,价值属性,最后一次消费距今时长,柜组名称
01b68860,330.0,积分低等级,29,青年,993,1,低频消费,330.0,低消费水平,330.0,单均价值低,993,科颜氏柜
01bdc8db,2060.0,积分低等级,30,青年,25,1,低频消费,10300.0,中等消费水平,10300.0,单均价值高,25,瑞士钟表柜
01be2dc9,18670.0,积分中等级,44,中年,38,3,低频消费,19070.1,中等消费水平,6356.7,单均价值高,37,LA MER
01bfddfc,45882.0,积分中等级,54,中年,1062,33,高频消费,56368.92,中等消费水平,1708.1490909090908,单均价值一般,57,欧莱雅柜
01c07cbd,1520.0,积分低等级,28,青年,1089,3,低频消费,1520.0,低消费水平,506.6666666666667,单均价值一般,546,欧珀莱柜
01c438f8,2886.0,积分低等级,37,青年,979,3,低频消费,3965.7,低消费水平,1321.8999999999999,单均价值一般,38,EK
01c8a92e,1686.0,积分低等级,37,青年,635,1,低频消费,1686.0,低消费水平,1686.0,单均价值一般,635,康维他
01cae426,3759.0,积分低等级,43,中年,392,2,低频消费,3759.0,低消费水平,1879.5,单均价值一般,392,BIOTHERM
01cc5fa1,12610.0,积分中等级,26,青年,594,5,低频消费,12610.0,中等消费水平,2522.0,单均价值一般,25,CHANEL
01cdf346,3908.0,积分低等级,43,中年,435,3,低频消费,3908.0,低消费水平,1302.6666666666667,单均价值一般,281,兰芝柜
01ce8902,2850.0,积分低等级,41,中年,967,3,低频消费,2850.0,低消费水平,950.0,单均价值一般,82,AUPRES
01cf91d2,22633.0,积分中等级,44,中年,1084,7,中频消费,44507.0,中等消费水平,6358.142857142857,单均价值高,454,Jurlique
01d722b4,968.0,积分低等级,28,青年,367,2,低频消费,968.0,低消费水平,484.0,单均价值低,367,CHANEL
01d7a8f9,550.0,积分低等级,56,中年,982,1,低频消费,550.0,低消费水平,550.0,单均价值一般,982,娇兰柜
01da7196,0.0,积分低等级,52,中年,607,2,低频消费,1652.4,低消费水平,826.2,单均价值一般,607,BOBBI BROWN
01db20ad,9048.0,积分低等级,68,老年,1076,6,低频消费,9048.0,低消费水平,1508.0,单均价值一般,889,III VIVINIKO
01dcdf70,2114.0,积分低等级,37,青年,20,2,低频消费,2114.0,低消费水平,1057.0,单均价值一般,20,H.GENTEEL荷高
01dd2879,1120.0,积分低等级,26,青年,994,2,低频消费,1120.0,低消费水平,560.0,单均价值一般,994,倩碧柜
01de3f6d,37956.0,积分中等级,46,中年,1071,13,中频消费,57502.2,中等消费水平,4423.246153846154,单均价值高,141,OHUI/后
01df3ae5,4654.0,积分低等级,44,中年,39,3,低频消费,5974.76,低消费水平,1991.5866666666668,单均价值一般,39,双立人柜
01dfaddd,32820.0,积分中等级,51,中年,1045,14,中频消费,45709.05,中等消费水平,3264.932142857143,单均价值一般,35,雅诗兰黛ESTEE LAUDER
01e61f54,6385.0,积分低等级,32,青年,956,1,低频消费,6385.0,低消费水平,6385.0,单均价值高,956,香奈儿(CHANEL)
01e7c330,109.0,积分低等级,70,老年,659,1,低频消费,1969.0,低消费水平,1969.0,单均价值一般,659,YARLOKS（女鞋)
01e850ec,7925.0,积分低等级,50,中年,402,1,低频消费,8622.0,低消费水平,8622.0,单均价值高,402,吉弗雷 柜
01e981be,0.0,积分低等级,35,青年,866,13,中频消费,13664.7,中等消费水平,1051.1307692307694,单均价值一般,864,欧舒丹柜
01e9fc41,2548.0,积分低等级,52,中年,1028,3,低频消费,2948.0,低消费水平,982.6666666666666,单均价值一般,168,WHAT FOR柜
01ea3abe,19971.0,积分中等级,48,中年,76,1,低频消费,19971.0,中等消费水平,19971.0,单均价值高,76,CANALI柜
01eed132,1390.0,积分低等级,23,青年,1041,1,低频消费,1390.0,低消费水平,1390.0,单均价值一般,1041,BOSE 柜
01f3694a,0.0,积分低等级,39,青年,494,1,低频消费,1089.0,低消费水平,1089.0,单均价值一般,494,雅诗兰黛ESTEE LAUDER
01f648e3,5952.0,积分低等级,39,青年,1052,2,低频消费,5952.0,低消费水平,2976.0,单均价值一般,1052,安莉芳柜(4F)
01f7800e,2685.0,积分低等级,32,青年,1047,4,低频消费,2685.0,低消费水平,671.25,单均价值一般,981,圣罗兰柜
01f78434,2576.0,积分低等级,42,中年,326,2,低频消费,2576.0,低消费水平,1288.0,单均价值一般,199,TOP柜
01f7dd61,830.0,积分低等级,32,青年,1091,4,低频消费,1136.0,低消费水平,284.0,单均价值低,129,芭比波朗柜
01f84f44,25187.0,积分中等级,52,中年,398,10,中频消费,30989.0,中等消费水平,3098.9,单均价值一般,8,HUGO BOSS柜
01f8a298,6406.0,积分低等级,23,青年,17,1,低频消费,6406.0,低消费水平,6406.0,单均价值高,17,JORYA
01f92a37,0.0,积分低等级,38,青年,969,3,低频消费,4137.3,低消费水平,1379.1000000000001,单均价值一般,301,YSL
01fec211,3200.0,积分低等级,48,中年,361,1,低频消费,3200.0,低消费水平,3200.0,单均价值一般,361,OHUI/后
01feece3,5977.0,积分低等级,51,中年,323,2,低频消费,5977.0,低消费水平,2988.5,单均价值一般,300,JORYA
01ff9903,320.0,积分低等级,34,青年,331,1,低频消费,320.0,低消费水平,320.0,单均价值低,331,CHANEL
0200430e,2268.0,积分低等级,51,中年,649,2,低频消费,2268.0,低消费水平,1134.0,单均价值一般,649,沙驰男鞋
0200e9d3,0.0,积分低等级,36,青年,495,1,低频消费,3564.0,低消费水平,3564.0,单均价值高,495,雅诗兰黛ESTEE LAUDER
02080cc1,37448.0,积分中等级,41,中年,571,11,中频消费,38904.2,中等消费水平,3536.7454545454543,单均价值高,68,AD KIDS
020cd982,1300.0,积分低等级,33,青年,1040,1,低频消费,1300.0,低消费水平,1300.0,单均价值一般,1040,科颜氏柜
020e7760,3116.0,积分低等级,33,青年,112,1,低频消费,15580.0,中等消费水平,15580.0,单均价值高,112,瑞士钟表柜
020f6cc2,2990.0,积分低等级,50,中年,1032,2,低频消费,3090.0,低消费水平,1545.0,单均价值一般,249,雅诗兰黛柜
020f8e13,0.0,积分低等级,60,中年,945,1,低频消费,452.0,低消费水平,452.0,单均价值低,945,ENWEIS
020fa0d9,1455.0,积分低等级,56,中年,507,6,低频消费,1455.0,低消费水平,242.5,单均价值低,48,Shu Uemura
02190b39,4410.0,积分低等级,49,中年,1053,7,中频消费,4410.0,低消费水平,630.0,单均价值一般,566,迪奥柜
021a86d3,32868.0,积分中等级,49,中年,1007,12,中频消费,36096.9,中等消费水平,3008.0750000000003,单均价值一般,288,OHUI/后
021b39a9,12448.0,积分中等级,37,青年,1097,6,低频消费,37638.0,中等消费水平,6273.0,单均价值高,167,谢瑞麟柜
021bca9d,3661.0,积分低等级,52,中年,404,8,中频消费,24460.9,中等消费水平,3057.6125,单均价值一般,38,AUPRES
021c0a4e,1275.0,积分低等级,33,青年,1059,2,低频消费,1275.0,低消费水平,637.5,单均价值一般,1026,兰芝柜
021c8ee2,1120.0,积分低等级,44,中年,91,1,低频消费,1120.0,低消费水平,1120.0,单均价值一般,91,阿玛尼GIORGIO ARMANI
021f52ad,4869.0,积分低等级,57,中年,1091,6,低频消费,4869.0,低消费水平,811.5,单均价值一般,1053,LEE童装 柜
022046fb,3200.0,积分低等级,39,青年,1045,1,低频消费,3200.0,低消费水平,3200.0,单均价值一般,1045,芭比波朗柜
0220ae3e,0.0,积分低等级,63,中年,636,1,低频消费,1700.0,低消费水平,1700.0,单均价值一般,636,施华洛世奇柜
0222e5c6,1480.0,积分低等级,30,青年,32,2,低频消费,12290.0,中等消费水平,6145.0,单均价值高,4,APM
02261b94,2550.0,积分低等级,58,中年,363,1,低频消费,2550.0,低消费水平,2550.0,单均价值一般,363,LA MER
02286b00,518.0,积分低等级,40,青年,1081,1,低频消费,518.0,低消费水平,518.0,单均价值一般,1081,派克 柜
02331df0,12248.0,积分中等级,42,中年,1052,12,中频消费,13391.880000000001,中等消费水平,1115.99,单均价值一般,10,科颜氏(Kiehl's)
0235ffdd,1480.0,积分低等级,44,中年,19,1,低频消费,1480.0,低消费水平,1480.0,单均价值一般,19,VOV
0236bfa1,5547.0,积分低等级,53,中年,976,4,低频消费,5647.0,低消费水平,1411.75,单均价值一般,320,HOGL
023cbcf9,1140.0,积分低等级,33,青年,593,2,低频消费,1140.0,低消费水平,570.0,单均价值一般,441,兰芝柜
023ee474,4138.0,积分低等级,46,中年,1032,3,低频消费,4318.0,低消费水平,1439.3333333333333,单均价值一般,270,雅诗兰黛ESTEE LAUDER
023fcabb,310.0,积分低等级,32,青年,1055,1,低频消费,310.0,低消费水平,310.0,单均价值低,1055,圣罗兰柜
0247799f,1240.0,积分低等级,43,中年,1028,1,低频消费,1240.0,低消费水平,1240.0,单均价值一般,1028,迪奥柜
0247d0c7,1370.0,积分低等级,45,中年,16,1,低频消费,1370.0,低消费水平,1370.0,单均价值一般,16,SK-II
0249c366,2168.0,积分低等级,48,中年,894,1,低频消费,2168.0,低消费水平,2168.0,单均价值一般,894,BY selvage 柜
024d1cfd,1459.0,积分低等级,51,中年,276,3,低频消费,5582.8,低消费水平,1860.9333333333334,单均价值一般,103,阿玛尼GIORGIO ARMANI
024efdc9,2310.0,积分低等级,30,青年,1012,1,低频消费,2310.0,低消费水平,2310.0,单均价值一般,1012,ELLE男包专柜
0255de36,890.0,积分低等级,42,中年,249,1,低频消费,890.0,低消费水平,890.0,单均价值一般,249,欧莱雅柜
0258a296,11159.0,积分中等级,52,中年,466,4,低频消费,11159.0,中等消费水平,2789.75,单均价值一般,227,GUERLAIN
025940a3,590.0,积分低等级,26,青年,631,1,低频消费,590.0,低消费水平,590.0,单均价值一般,631,YSL
025bca2a,1410.0,积分低等级,28,青年,869,1,低频消费,7050.0,低消费水平,7050.0,单均价值高,869,瑞士钟表柜
025c383e,9130.0,积分低等级,39,青年,1033,4,低频消费,9130.0,低消费水平,2282.5,单均价值一般,513,乔治.阿玛尼(GIORGIO
025dde75,11990.0,积分中等级,41,中年,293,13,中频消费,11990.0,中等消费水平,922.3076923076923,单均价值一般,1,阿玛尼GIORGIO ARMANI
025f13a4,8319.0,积分低等级,27,青年,886,2,低频消费,8319.0,低消费水平,4159.5,单均价值高,508,Sisley
025f2833,2195.0,积分低等级,35,青年,959,1,低频消费,2195.0,低消费水平,2195.0,单均价值一般,959,Folli Follie
026050b7,24582.0,积分中等级,45,中年,1020,8,中频消费,24602.0,中等消费水平,3075.25,单均价值一般,93,阿玛尼GIORGIO ARMANI
026135ec,6992.0,积分低等级,40,青年,655,1,低频消费,34960.0,中等消费水平,34960.0,单均价值高,655,瑞士钟表柜
0263c1f5,269.0,积分低等级,30,青年,519,1,低频消费,269.0,低消费水平,269.0,单均价值低,519,AD KIDS
0267ac58,59114.0,积分中等级,48,中年,635,17,中频消费,63157.7,中等消费水平,3715.1588235294116,单均价值高,48,COACH 柜
0267f5c7,5455.0,积分低等级,28,青年,863,5,低频消费,5455.0,低消费水平,1091.0,单均价值一般,284,阿玛尼GIORGIO ARMANI
026ac77a,45553.0,积分中等级,44,中年,1071,12,中频消费,64034.4,中等消费水平,5336.2,单均价值高,2,LAMPO
02701a18,6614.0,积分低等级,52,中年,589,4,低频消费,6614.0,低消费水平,1653.5,单均价值一般,445,嘉宝柜
0274df40,0.0,积分低等级,40,青年,866,2,低频消费,3401.0,低消费水平,1700.5,单均价值一般,301,23区
0278150f,28311.0,积分中等级,39,青年,725,7,中频消费,65031.0,中等消费水平,9290.142857142857,单均价值高,109,VIFILLE柜
0278662c,3998.0,积分低等级,55,中年,576,3,低频消费,9477.0,低消费水平,3159.0,单均价值一般,151,利快柜
027c73ca,4609.0,积分低等级,52,中年,983,3,低频消费,5275.4,低消费水平,1758.4666666666665,单均价值一般,903,BABY DE MODE
02848b0c,6984.0,积分低等级,49,中年,1088,4,低频消费,7705.0,低消费水平,1926.25,单均价值一般,725,威可多柜
0285f134,0.0,积分低等级,54,中年,301,1,低频消费,3128.0,低消费水平,3128.0,单均价值一般,301,INSUN
028754c7,14132.0,积分中等级,25,青年,530,8,中频消费,15086.2,中等消费水平,1885.775,单均价值一般,101,CANALI柜
0288642e,119328.0,积分高等级,42,中年,542,12,中频消费,160445.35,高消费水平,13370.445833333333,单均价值高,18,NAERSILING
0288ed69,7070.0,积分低等级,30,青年,200,5,低频消费,7070.0,低消费水平,1414.0,单均价值一般,200,YSL
02894d99,441.0,积分低等级,55,中年,1062,1,低频消费,441.0,低消费水平,441.0,单均价值低,1062,茜子柜
028b7e33,1717.0,积分低等级,28,青年,467,3,低频消费,12588.0,中等消费水平,4196.0,单均价值高,366,Lonino Lamborghini
028ba691,119.0,积分低等级,31,青年,936,2,低频消费,1119.0,低消费水平,559.5,单均价值一般,936,Clarks(新)
028c2821,7384.0,积分低等级,26,青年,971,11,中频消费,28036.72,中等消费水平,2548.7927272727275,单均价值一般,185,K.H.Design
028c3247,1428.0,积分低等级,45,中年,214,1,低频消费,1428.0,低消费水平,1428.0,单均价值一般,214,VME柜
028e117c,2790.0,积分低等级,40,青年,886,1,低频消费,2790.0,低消费水平,2790.0,单均价值一般,886,DISSONA
029399f3,0.0,积分低等级,49,中年,572,1,低频消费,1729.0,低消费水平,1729.0,单均价值一般,572,CLEAR LUCERNE
0296800c,2650.0,积分低等级,34,青年,901,2,低频消费,2650.0,低消费水平,1325.0,单均价值一般,58,CLINIQUE
0296d725,23701.0,积分中等级,54,中年,602,10,中频消费,23701.0,中等消费水平,2370.1,单均价值一般,139,soho
029952fd,5524.0,积分低等级,27,青年,433,2,低频消费,20980.0,中等消费水平,10490.0,单均价值高,48,YSL
029a23b9,9013.0,积分低等级,56,中年,1059,11,中频消费,11718.0,中等消费水平,1065.2727272727273,单均价值一般,118,BIOTHERM
029a902f,4185.0,积分低等级,34,青年,38,1,低频消费,4185.0,低消费水平,4185.0,单均价值高,38,ZUCZUG
029c932f,13020.0,积分中等级,40,青年,1074,20,中频消费,13421.4,中等消费水平,671.0699999999999,单均价值一般,860,ATSUGI
029da3b1,1930.0,积分低等级,33,青年,943,1,低频消费,1930.0,低消费水平,1930.0,单均价值一般,943,娇韵诗(CLARINS)
029e9fac,0.0,积分低等级,40,青年,864,1,低频消费,270.0,低消费水平,270.0,单均价值低,864,雅诗兰黛ESTEE LAUDER
029ff8c8,3340.0,积分低等级,47,中年,559,1,低频消费,3340.0,低消费水平,3340.0,单均价值一般,559,LANCOME
02a0faa3,24168.0,积分中等级,39,青年,600,13,中频消费,25870.5,中等消费水平,1990.0384615384614,单均价值一般,25,LANCOME
02a43fb2,14319.0,积分中等级,47,中年,1018,7,中频消费,23930.96,中等消费水平,3418.7085714285713,单均价值一般,146,PORTS
02a4a4a2,1192.0,积分低等级,55,中年,458,1,低频消费,1192.0,低消费水平,1192.0,单均价值一般,458,比华利.保罗 柜
02a5a0c0,8450.0,积分低等级,48,中年,1040,4,低频消费,20488.0,中等消费水平,5122.0,单均价值高,263,Calvin Klein Jeans柜
02a5a0cd,18883.0,积分中等级,39,青年,984,5,低频消费,19200.52,中等消费水平,3840.1040000000003,单均价值高,522,BALDASSARI柜
02a7816b,0.0,积分低等级,38,青年,494,5,低频消费,25312.5,中等消费水平,5062.5,单均价值高,493,LANCOME
02a7ad91,7481.0,积分低等级,55,中年,647,5,低频消费,19343.0,中等消费水平,3868.6,单均价值高,38,Rebecca
02a83625,66725.0,积分中等级,31,青年,1076,19,中频消费,70362.7,中等消费水平,3703.2999999999997,单均价值高,226,兰蔻柜
02af3370,1570.0,积分低等级,24,青年,29,1,低频消费,1570.0,低消费水平,1570.0,单均价值一般,29,Dior
02b231c9,3880.0,积分低等级,41,中年,1031,1,低频消费,3880.0,低消费水平,3880.0,单均价值高,1031,雅诗兰黛柜
02bbfdab,9757.0,积分低等级,40,青年,35,4,低频消费,9757.0,低消费水平,2439.25,单均价值一般,3,CHANEL
02bd4496,8255.0,积分低等级,25,青年,648,6,低频消费,11069.3,中等消费水平,1844.8833333333332,单均价值一般,305,COCOON
02bdbdcf,3880.0,积分低等级,29,青年,262,7,中频消费,5172.62,低消费水平,738.9457142857143,单均价值一般,32,LANCOME
02c2581f,1880.0,积分低等级,61,中年,74,1,低频消费,1880.0,低消费水平,1880.0,单均价值一般,74,pikolinos
02c2e739,99715.0,积分中等级,45,中年,623,19,中频消费,117013.88,高消费水平,6158.625263157895,单均价值高,14,SHE'S
02c626ad,7521.0,积分低等级,38,青年,1089,3,低频消费,7753.0,低消费水平,2584.3333333333335,单均价值一般,131,SATCHI皮具
02c73ba4,0.0,积分低等级,23,青年,970,1,低频消费,5137.2,低消费水平,5137.2,单均价值高,970,ROBERTA DI CA(女鞋)
02ccbbbd,164224.0,积分高等级,28,青年,1097,81,高频消费,234085.2,高消费水平,2889.9407407407407,单均价值一般,3,阿玛尼GIORGIO ARMANI
02cd8d1d,2010.0,积分低等级,31,青年,1098,1,低频消费,2010.0,低消费水平,2010.0,单均价值一般,1098,倩碧柜
02cdc5c0,8279.0,积分低等级,50,中年,76,3,低频消费,12977.0,中等消费水平,4325.666666666667,单均价值高,10,雅诗兰黛ESTEE LAUDER
02cddb08,4772.0,积分低等级,42,中年,38,1,低频消费,5221.8,低消费水平,5221.8,单均价值高,38,NAERSILING
02ceee3d,1955.0,积分低等级,38,青年,466,1,低频消费,1955.0,低消费水平,1955.0,单均价值一般,466,CHANEL
02cf0082,11622.0,积分中等级,39,青年,655,4,低频消费,11621.7,中等消费水平,2905.425,单均价值一般,38,LANCOME
02cfa23e,51544.0,积分中等级,53,中年,962,8,中频消费,52048.0,中等消费水平,6506.0,单均价值高,3,CAGLIARI EXCHANGE
02d08519,50005.0,积分中等级,27,青年,39,7,中频消费,50202.7,中等消费水平,7171.814285714286,单均价值高,3,嘉宝柜
